"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","95","Actualizar datos de un usuario","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:54 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","108","Obtener usuarios paginados (limit/skip)","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /users/add crea un usuario y lo retorna con ID","2301","Crear un nuevo usuario","Suite API Books","Fri Aug 15 02:37:50 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"POST /auth/login con credenciales inválidas debe dar 400","60","Login inválido","Suite API Books","Fri Aug 15 02:37:54 GMT 2025","passed","Fri Aug 15 02:37:54 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users/{id} devuelve el usuario correcto","76","Obtener usuario por ID","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users/1 debe cumplir el contrato users-schema.json","690","Validar schema de respuesta para un usuario","Suite API Books","Fri Aug 15 02:37:54 GMT 2025","passed","Fri Aug 15 02:37:54 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"GET /users devuelve una lista de usuarios","246","Obtener todos los usuarios","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"POST /auth/login debe devolver status 200 y un token","59","Login exitoso de usuario","Suite API Books","Fri Aug 15 02:37:54 GMT 2025","passed","Fri Aug 15 02:37:54 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"GET /users/search?q=John devuelve 3 usuarios relacionados","113","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","114","Eliminar un usuario","Suite API Books","Fri Aug 15 02:37:53 GMT 2025","passed","Fri Aug 15 02:37:53 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
