"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","145","Eliminar un usuario","Suite API Books","Mon Jul 28 02:46:55 GMT 2025","passed","Mon Jul 28 02:46:55 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"POST /auth/login con credenciales inválidas debe dar 400","96","Login inválido","Suite API Books","Mon Jul 28 02:46:56 GMT 2025","passed","Mon Jul 28 02:46:56 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","158","Obtener usuarios paginados (limit/skip)","Suite API Books","Mon Jul 28 02:46:55 GMT 2025","passed","Mon Jul 28 02:46:55 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"GET /users/{id} devuelve el usuario correcto","111","Obtener usuario por ID","Suite API Books","Mon Jul 28 02:46:55 GMT 2025","passed","Mon Jul 28 02:46:55 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users/search?q=John devuelve 3 usuarios relacionados","129","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Mon Jul 28 02:46:55 GMT 2025","passed","Mon Jul 28 02:46:56 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","100","Actualizar datos de un usuario","Suite API Books","Mon Jul 28 02:46:56 GMT 2025","passed","Mon Jul 28 02:46:56 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"POST /auth/login debe devolver status 200 y un token","97","Login exitoso de usuario","Suite API Books","Mon Jul 28 02:46:56 GMT 2025","passed","Mon Jul 28 02:46:57 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"POST /users/add crea un usuario y lo retorna con ID","2266","Crear un nuevo usuario","Suite API Books","Mon Jul 28 02:46:52 GMT 2025","passed","Mon Jul 28 02:46:55 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"GET /users/1 debe cumplir el contrato users-schema.json","700","Validar schema de respuesta para un usuario","Suite API Books","Mon Jul 28 02:46:56 GMT 2025","passed","Mon Jul 28 02:46:56 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"GET /users devuelve una lista de usuarios","280","Obtener todos los usuarios","Suite API Books","Mon Jul 28 02:46:55 GMT 2025","passed","Mon Jul 28 02:46:55 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
