"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users/search?q=John devuelve 3 usuarios relacionados","328","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Thu Sep 04 02:28:25 GMT 2025","passed","Thu Sep 04 02:28:26 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","496","Eliminar un usuario","Suite API Books","Thu Sep 04 02:28:24 GMT 2025","passed","Thu Sep 04 02:28:24 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"POST /users/add crea un usuario y lo retorna con ID","2577","Crear un nuevo usuario","Suite API Books","Thu Sep 04 02:28:21 GMT 2025","passed","Thu Sep 04 02:28:24 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"GET /users/1 debe cumplir el contrato users-schema.json","1113","Validar schema de respuesta para un usuario","Suite API Books","Thu Sep 04 02:28:26 GMT 2025","passed","Thu Sep 04 02:28:27 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"POST /auth/login debe devolver status 200 y un token","408","Login exitoso de usuario","Suite API Books","Thu Sep 04 02:28:28 GMT 2025","passed","Thu Sep 04 02:28:28 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"POST /auth/login con credenciales inválidas debe dar 400","559","Login inválido","Suite API Books","Thu Sep 04 02:28:27 GMT 2025","passed","Thu Sep 04 02:28:28 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users devuelve una lista de usuarios","255","Obtener todos los usuarios","Suite API Books","Thu Sep 04 02:28:24 GMT 2025","passed","Thu Sep 04 02:28:25 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","365","Actualizar datos de un usuario","Suite API Books","Thu Sep 04 02:28:26 GMT 2025","passed","Thu Sep 04 02:28:26 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users/{id} devuelve el usuario correcto","340","Obtener usuario por ID","Suite API Books","Thu Sep 04 02:28:25 GMT 2025","passed","Thu Sep 04 02:28:25 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","313","Obtener usuarios paginados (limit/skip)","Suite API Books","Thu Sep 04 02:28:25 GMT 2025","passed","Thu Sep 04 02:28:25 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
