"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users devuelve una lista de usuarios","313","Obtener todos los usuarios","Suite API Books","Sun Aug 24 02:36:36 GMT 2025","passed","Sun Aug 24 02:36:36 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"POST /auth/login con credenciales inválidas debe dar 400","341","Login inválido","Suite API Books","Sun Aug 24 02:36:39 GMT 2025","passed","Sun Aug 24 02:36:39 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users/1 debe cumplir el contrato users-schema.json","899","Validar schema de respuesta para un usuario","Suite API Books","Sun Aug 24 02:36:38 GMT 2025","passed","Sun Aug 24 02:36:39 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","338","Actualizar datos de un usuario","Suite API Books","Sun Aug 24 02:36:38 GMT 2025","passed","Sun Aug 24 02:36:38 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users/{id} devuelve el usuario correcto","408","Obtener usuario por ID","Suite API Books","Sun Aug 24 02:36:36 GMT 2025","passed","Sun Aug 24 02:36:37 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","423","Obtener usuarios paginados (limit/skip)","Suite API Books","Sun Aug 24 02:36:37 GMT 2025","passed","Sun Aug 24 02:36:37 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"GET /users/search?q=John devuelve 3 usuarios relacionados","372","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Sun Aug 24 02:36:37 GMT 2025","passed","Sun Aug 24 02:36:38 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"POST /auth/login debe devolver status 200 y un token","357","Login exitoso de usuario","Suite API Books","Sun Aug 24 02:36:39 GMT 2025","passed","Sun Aug 24 02:36:40 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","396","Eliminar un usuario","Suite API Books","Sun Aug 24 02:36:36 GMT 2025","passed","Sun Aug 24 02:36:36 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"POST /users/add crea un usuario y lo retorna con ID","2884","Crear un nuevo usuario","Suite API Books","Sun Aug 24 02:36:33 GMT 2025","passed","Sun Aug 24 02:36:36 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
