"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"POST /users/add crea un usuario y lo retorna con ID","2339","Crear un nuevo usuario","Suite API Books","Wed Aug 13 02:36:13 GMT 2025","passed","Wed Aug 13 02:36:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","154","Eliminar un usuario","Suite API Books","Wed Aug 13 02:36:15 GMT 2025","passed","Wed Aug 13 02:36:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"GET /users/{id} devuelve el usuario correcto","121","Obtener usuario por ID","Suite API Books","Wed Aug 13 02:36:16 GMT 2025","passed","Wed Aug 13 02:36:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"POST /auth/login debe devolver status 200 y un token","110","Login exitoso de usuario","Suite API Books","Wed Aug 13 02:36:17 GMT 2025","passed","Wed Aug 13 02:36:17 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","101","Actualizar datos de un usuario","Suite API Books","Wed Aug 13 02:36:16 GMT 2025","passed","Wed Aug 13 02:36:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users/1 debe cumplir el contrato users-schema.json","753","Validar schema de respuesta para un usuario","Suite API Books","Wed Aug 13 02:36:16 GMT 2025","passed","Wed Aug 13 02:36:17 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","150","Obtener usuarios paginados (limit/skip)","Suite API Books","Wed Aug 13 02:36:16 GMT 2025","passed","Wed Aug 13 02:36:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"GET /users/search?q=John devuelve 3 usuarios relacionados","119","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Wed Aug 13 02:36:16 GMT 2025","passed","Wed Aug 13 02:36:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"GET /users devuelve una lista de usuarios","332","Obtener todos los usuarios","Suite API Books","Wed Aug 13 02:36:15 GMT 2025","passed","Wed Aug 13 02:36:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"POST /auth/login con credenciales inválidas debe dar 400","94","Login inválido","Suite API Books","Wed Aug 13 02:36:17 GMT 2025","passed","Wed Aug 13 02:36:17 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
