"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users/{id} devuelve el usuario correcto","74","Obtener usuario por ID","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users devuelve una lista de usuarios","241","Obtener todos los usuarios","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"POST /auth/login con credenciales inválidas debe dar 400","54","Login inválido","Suite API Books","Thu Sep 11 02:30:43 GMT 2025","passed","Thu Sep 11 02:30:43 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"POST /auth/login debe devolver status 200 y un token","76","Login exitoso de usuario","Suite API Books","Thu Sep 11 02:30:43 GMT 2025","passed","Thu Sep 11 02:30:43 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","123","Eliminar un usuario","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","57","Actualizar datos de un usuario","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:43 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users/1 debe cumplir el contrato users-schema.json","589","Validar schema de respuesta para un usuario","Suite API Books","Thu Sep 11 02:30:43 GMT 2025","passed","Thu Sep 11 02:30:43 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","117","Obtener usuarios paginados (limit/skip)","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /users/add crea un usuario y lo retorna con ID","2184","Crear un nuevo usuario","Suite API Books","Thu Sep 11 02:30:40 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"GET /users/search?q=John devuelve 3 usuarios relacionados","118","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Thu Sep 11 02:30:42 GMT 2025","passed","Thu Sep 11 02:30:42 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
