"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","105","Obtener usuarios paginados (limit/skip)","Suite API Books","Sat Nov 01 02:34:15 GMT 2025","passed","Sat Nov 01 02:34:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /auth/login debe devolver status 200 y un token","71","Login exitoso de usuario","Suite API Books","Sat Nov 01 02:34:16 GMT 2025","passed","Sat Nov 01 02:34:16 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"POST /users/add crea un usuario y lo retorna con ID","2131","Crear un nuevo usuario","Suite API Books","Sat Nov 01 02:34:13 GMT 2025","passed","Sat Nov 01 02:34:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","112","Eliminar un usuario","Suite API Books","Sat Nov 01 02:34:15 GMT 2025","passed","Sat Nov 01 02:34:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","58","Actualizar datos de un usuario","Suite API Books","Sat Nov 01 02:34:16 GMT 2025","passed","Sat Nov 01 02:34:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users/{id} devuelve el usuario correcto","71","Obtener usuario por ID","Suite API Books","Sat Nov 01 02:34:15 GMT 2025","passed","Sat Nov 01 02:34:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users devuelve una lista de usuarios","323","Obtener todos los usuarios","Suite API Books","Sat Nov 01 02:34:15 GMT 2025","passed","Sat Nov 01 02:34:15 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"POST /auth/login con credenciales inválidas debe dar 400","54","Login inválido","Suite API Books","Sat Nov 01 02:34:16 GMT 2025","passed","Sat Nov 01 02:34:16 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users/search?q=John devuelve 3 usuarios relacionados","87","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Sat Nov 01 02:34:15 GMT 2025","passed","Sat Nov 01 02:34:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"GET /users/1 debe cumplir el contrato users-schema.json","645","Validar schema de respuesta para un usuario","Suite API Books","Sat Nov 01 02:34:16 GMT 2025","passed","Sat Nov 01 02:34:16 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
