"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users/{id} devuelve el usuario correcto","355","Obtener usuario por ID","Suite API Books","Fri Aug 22 02:33:07 GMT 2025","passed","Fri Aug 22 02:33:07 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"POST /users/add crea un usuario y lo retorna con ID","2659","Crear un nuevo usuario","Suite API Books","Fri Aug 22 02:33:04 GMT 2025","passed","Fri Aug 22 02:33:06 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"GET /users devuelve una lista de usuarios","254","Obtener todos los usuarios","Suite API Books","Fri Aug 22 02:33:07 GMT 2025","passed","Fri Aug 22 02:33:07 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","344","Actualizar datos de un usuario","Suite API Books","Fri Aug 22 02:33:08 GMT 2025","passed","Fri Aug 22 02:33:09 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","501","Obtener usuarios paginados (limit/skip)","Suite API Books","Fri Aug 22 02:33:07 GMT 2025","passed","Fri Aug 22 02:33:08 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /auth/login con credenciales inválidas debe dar 400","410","Login inválido","Suite API Books","Fri Aug 22 02:33:10 GMT 2025","passed","Fri Aug 22 02:33:10 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users/search?q=John devuelve 3 usuarios relacionados","589","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Fri Aug 22 02:33:08 GMT 2025","passed","Fri Aug 22 02:33:08 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"POST /auth/login debe devolver status 200 y un token","347","Login exitoso de usuario","Suite API Books","Fri Aug 22 02:33:10 GMT 2025","passed","Fri Aug 22 02:33:11 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"GET /users/1 debe cumplir el contrato users-schema.json","941","Validar schema de respuesta para un usuario","Suite API Books","Fri Aug 22 02:33:09 GMT 2025","passed","Fri Aug 22 02:33:10 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","410","Eliminar un usuario","Suite API Books","Fri Aug 22 02:33:06 GMT 2025","passed","Fri Aug 22 02:33:07 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
