"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","162","Actualizar datos de un usuario","Suite API Books","Sun Oct 05 02:33:50 GMT 2025","passed","Sun Oct 05 02:33:51 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"GET /users devuelve una lista de usuarios","534","Obtener todos los usuarios","Suite API Books","Sun Oct 05 02:33:49 GMT 2025","passed","Sun Oct 05 02:33:50 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"GET /users/search?q=John devuelve 3 usuarios relacionados","182","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Sun Oct 05 02:33:50 GMT 2025","passed","Sun Oct 05 02:33:50 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
"GET /users/1 debe cumplir el contrato users-schema.json","680","Validar schema de respuesta para un usuario","Suite API Books","Sun Oct 05 02:33:51 GMT 2025","passed","Sun Oct 05 02:33:51 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"POST /auth/login debe devolver status 200 y un token","149","Login exitoso de usuario","Suite API Books","Sun Oct 05 02:33:51 GMT 2025","passed","Sun Oct 05 02:33:52 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"POST /users/add crea un usuario y lo retorna con ID","2312","Crear un nuevo usuario","Suite API Books","Sun Oct 05 02:33:47 GMT 2025","passed","Sun Oct 05 02:33:49 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","191","Eliminar un usuario","Suite API Books","Sun Oct 05 02:33:49 GMT 2025","passed","Sun Oct 05 02:33:49 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"GET /users/{id} devuelve el usuario correcto","158","Obtener usuario por ID","Suite API Books","Sun Oct 05 02:33:50 GMT 2025","passed","Sun Oct 05 02:33:50 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","190","Obtener usuarios paginados (limit/skip)","Suite API Books","Sun Oct 05 02:33:50 GMT 2025","passed","Sun Oct 05 02:33:50 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /auth/login con credenciales inválidas debe dar 400","135","Login inválido","Suite API Books","Sun Oct 05 02:33:51 GMT 2025","passed","Sun Oct 05 02:33:51 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
