"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"GET /users/{id} devuelve el usuario correcto","135","Obtener usuario por ID","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUserById"
"PUT /users/{id} modifica los datos del usuario, deberia devolver 204 peor siempre devuelve 200","129","Actualizar datos de un usuario","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testUpdateUser"
"DELETE /users/{id} elimina el usuario y responde con el usuario eliminado","167","Eliminar un usuario","Suite API Books","Thu Aug 07 02:45:12 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testDeleteUser"
"POST /auth/login con credenciales inválidas debe dar 400","162","Login inválido","Suite API Books","Thu Aug 07 02:45:14 GMT 2025","passed","Thu Aug 07 02:45:14 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginFail"
"GET /users?limit=5&skip=10 devuelve 5 usuarios, desde el #11","165","Obtener usuarios paginados (limit/skip)","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetUsersWithPagination"
"POST /auth/login debe devolver status 200 y un token","119","Login exitoso de usuario","Suite API Books","Thu Aug 07 02:45:14 GMT 2025","passed","Thu Aug 07 02:45:14 GMT 2025","APITests.AuthTest","PruebasDummyJson","APITests.AuthTest","testLoginSuccess"
"GET /users/1 debe cumplir el contrato users-schema.json","715","Validar schema de respuesta para un usuario","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:14 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","validateUserSchema"
"POST /users/add crea un usuario y lo retorna con ID","2179","Crear un nuevo usuario","Suite API Books","Thu Aug 07 02:45:10 GMT 2025","passed","Thu Aug 07 02:45:12 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testCreateUser"
"GET /users devuelve una lista de usuarios","294","Obtener todos los usuarios","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testGetAllUsers"
"GET /users/search?q=John devuelve 3 usuarios relacionados","170","Buscar usuarios con 'John' en el nombre o apellido","Suite API Books","Thu Aug 07 02:45:13 GMT 2025","passed","Thu Aug 07 02:45:13 GMT 2025","APITests.UsersTest","PruebasDummyJson","APITests.UsersTest","testSearchUsersJohn"
